date,value
1945,1
1945,1
1945,1
1945,1
1945,1
1945,1
1945,1
1945,1
1945,1
1945,1
1945,1
1945,1
1945,1
1945,1
1945,1
1945,1
1946,1
1946,1
1946,1
1946,1
1946,1
1946,1
1946,1
1946,1
1946,1
1947,1
1947,1
1947,1
1947,1
1947,1
1948,1
1948,1
1948,1
1948,1
1948,1
1948,1
1948,1
1948,1
1948,1
1948,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1949,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1950,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1951,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1952,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1953,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1954,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1955,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1956,1
1957,1
1957,1
1957,1
1957,1
1957,1
1957,1
1957,1
1957,1
1957,1
1957,1
1957,1
1957,1
1957,1
1957,1
1957,1
1957,1
1957,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1958,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1959,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1960,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1961,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1962,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1963,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1964,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1965,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1966,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1967,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1968,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1969,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1970,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1971,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1972,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1973,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1974,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1975,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1976,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1977,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1978,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1979,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1980,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1981,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1982,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1983,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1984,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1985,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1986,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1987,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1988,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1989,1
1990,1
1990,1
1990,1
1990,1
1990,1
1990,1
1990,1
1990,1
1990,1
1990,1
1990,1
1990,1
1990,1
1990,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1991,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1992,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1993,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1994,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1995,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1996,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1997,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1998,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
1999,1
